CD_Cliente,cluster,UF,regiao,DS_SEGMENTO,DS_SUBSEGMENTO,categoria_faturamento,MARCA_TOTVS,MODAL_COMERC,PERIODICIDADE,SITUACAO_CONTRATO,Tempo_relacionamento,nps_aquisicao,nps_implantacao,nps_produto,nps_relacional,nps_suporte
T02542,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6005,sem_nps,sem_nps,passivo,passivo,passivo
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4690,sem_nps,sem_nps,detrator,detrator,passivo
T02553,0,AM,Norte,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Média,CROSS - INTERA,MODALIDADE INTERA 17,00 - Mensal,CANCELADO,3720,sem_nps,sem_nps,detrator,promotor,sem_nps
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2907,sem_nps,detrator,promotor,promotor,promotor
T01777,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Baixa,CLOUD,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,6288,sem_nps,sem_nps,promotor,promotor,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9042,sem_nps,sem_nps,promotor,passivo,sem_nps
T02727,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6472,sem_nps,sem_nps,promotor,sem_nps,sem_nps
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,TROCADO,6742,sem_nps,detrator,promotor,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,8533,sem_nps,sem_nps,promotor,passivo,promotor
T02817,0,PE,Nordeste,SERVICOS,PROVEDOR SERVICOS,Alta,CLOUD,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,ATIVO,8696,sem_nps,sem_nps,detrator,passivo,passivo
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,7374,sem_nps,promotor,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,LOGISTICA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6200,sem_nps,sem_nps,promotor,promotor,promotor
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4690,sem_nps,sem_nps,detrator,detrator,passivo
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8333,sem_nps,sem_nps,passivo,promotor,sem_nps
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,4448,sem_nps,sem_nps,passivo,promotor,promotor
T02523,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Baixa,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,6361,sem_nps,sem_nps,promotor,passivo,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9042,sem_nps,sem_nps,promotor,passivo,sem_nps
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,EDUCACIONAL - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,4690,sem_nps,sem_nps,detrator,detrator,passivo
T02817,0,PE,Nordeste,SERVICOS,PROVEDOR SERVICOS,Alta,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5317,sem_nps,sem_nps,detrator,passivo,passivo
T02610,0,PR,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,CONSTRUCAO - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,8049,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6520,sem_nps,sem_nps,promotor,promotor,promotor
T02810,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,1113,sem_nps,sem_nps,promotor,promotor,promotor
T02084,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,3543,sem_nps,sem_nps,promotor,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,RH - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9428,sem_nps,sem_nps,promotor,passivo,promotor
T02084,2,SP,Sudeste,MANUFATURA,METAL-MECANICO & PLASTICO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5397,sem_nps,sem_nps,promotor,promotor,promotor
T02610,0,PR,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,MANUFATURA - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4130,sem_nps,sem_nps,promotor,promotor,promotor
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8941,sem_nps,sem_nps,passivo,promotor,sem_nps
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,0,sem_nps,sem_nps,detrator,passivo,promotor
T02727,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,MANUFATURA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6472,sem_nps,sem_nps,promotor,sem_nps,sem_nps
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,119,sem_nps,sem_nps,promotor,passivo,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,7514,sem_nps,sem_nps,promotor,passivo,promotor
T02571,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5008,sem_nps,sem_nps,passivo,promotor,promotor
T02817,0,PE,Nordeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5309,sem_nps,sem_nps,detrator,passivo,passivo
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SERVICOS DE IMPLANTACAO,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,3198,sem_nps,sem_nps,passivo,promotor,sem_nps
T00336,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,5846,sem_nps,promotor,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,844,sem_nps,sem_nps,promotor,promotor,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,4000,sem_nps,sem_nps,detrator,sem_nps,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,RH - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,5197,sem_nps,detrator,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,RH - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,5197,sem_nps,detrator,promotor,promotor,promotor
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,8359,sem_nps,sem_nps,promotor,promotor,promotor
T02553,0,AM,Norte,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Média,DISTRIBUICAO & VAREJO - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,6423,sem_nps,sem_nps,detrator,promotor,sem_nps
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,3533,sem_nps,sem_nps,detrator,detrator,passivo
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,02 - Trimestral,ATIVO,3462,sem_nps,sem_nps,passivo,promotor,sem_nps
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,2303,sem_nps,sem_nps,promotor,passivo,promotor
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2693,sem_nps,sem_nps,promotor,passivo,promotor
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8941,sem_nps,sem_nps,passivo,promotor,sem_nps
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5564,sem_nps,sem_nps,promotor,passivo,sem_nps
T01690,0,RS,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,3080,sem_nps,sem_nps,detrator,detrator,passivo
T02860,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,BACKOFFICE - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,7490,sem_nps,sem_nps,detrator,detrator,promotor
T02382,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,789,sem_nps,sem_nps,detrator,promotor,promotor
T02610,0,PR,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4130,sem_nps,sem_nps,promotor,promotor,promotor
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,SOFTWARE COMPLEMENTAR,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,2121,sem_nps,sem_nps,detrator,sem_nps,promotor
T02810,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,MANUFATURA - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,TROCADO,8563,sem_nps,sem_nps,promotor,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6614,sem_nps,sem_nps,promotor,passivo,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,PRIME,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,TROCADO,5796,sem_nps,sem_nps,passivo,promotor,promotor
T01724,0,PE,Nordeste,MANUFATURA,BENS DE CAPITAL,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6677,sem_nps,sem_nps,detrator,promotor,sem_nps
T02610,0,PR,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3883,sem_nps,sem_nps,promotor,promotor,promotor
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,1215,sem_nps,sem_nps,promotor,passivo,promotor
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6631,sem_nps,sem_nps,passivo,promotor,sem_nps
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,6289,sem_nps,sem_nps,promotor,promotor,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,4566,sem_nps,sem_nps,passivo,promotor,promotor
T02860,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,RH - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6022,sem_nps,sem_nps,detrator,detrator,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,EDUCACIONAL - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,6188,sem_nps,sem_nps,promotor,passivo,sem_nps
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7359,sem_nps,sem_nps,promotor,passivo,promotor
T02963,0,RS,Sul,AGROINDUSTRIA,ORIGINACAO E BENEFICIAMENTO,Alta,LOGISTICA - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,6197,sem_nps,sem_nps,promotor,promotor,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8631,sem_nps,sem_nps,promotor,passivo,sem_nps
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,BACKOFFICE - PARCEIRO,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7342,sem_nps,sem_nps,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,LOGISTICA - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,EDUCACIONAL - CORE,MODALIDADE SERVICOS RECORRENTES,00 - Mensal,CANCELADO,3157,sem_nps,detrator,promotor,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T02810,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,2135,sem_nps,sem_nps,promotor,promotor,promotor
T02610,0,PR,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,SOFTWARE COMPLEMENTAR,null,00 - Mensal,CANCELADO,3883,sem_nps,sem_nps,promotor,promotor,promotor
T01724,0,PE,Nordeste,MANUFATURA,BENS DE CAPITAL,Média,MODALIDADE TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,3794,sem_nps,sem_nps,detrator,promotor,sem_nps
T02076,0,SC,Sul,MANUFATURA,BENS DE CAPITAL,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,02 - Trimestral,ATIVO,3462,sem_nps,sem_nps,passivo,promotor,sem_nps
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,9129,sem_nps,sem_nps,promotor,passivo,sem_nps
T01901,0,SC,Sul,MANUFATURA,BENS DURAVEIS,Média,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,4080,sem_nps,sem_nps,promotor,promotor,passivo
T02727,2,SP,Sudeste,MANUFATURA,QUIMICA & RECICLAGEM,Média,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,3253,sem_nps,sem_nps,promotor,sem_nps,sem_nps
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,397,sem_nps,sem_nps,detrator,promotor,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,9129,sem_nps,sem_nps,promotor,passivo,sem_nps
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - PARCEIRO,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,8799,sem_nps,sem_nps,promotor,promotor,promotor
T01846,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5291,sem_nps,sem_nps,passivo,promotor,sem_nps
T01901,0,SC,Sul,MANUFATURA,BENS DURAVEIS,Média,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,4632,sem_nps,sem_nps,promotor,promotor,passivo
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,BACKOFFICE - CORE,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,CANCELADO,8115,sem_nps,sem_nps,promotor,passivo,sem_nps
T02382,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,BACKOFFICE - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,4519,sem_nps,sem_nps,detrator,promotor,promotor
T02542,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,9168,sem_nps,sem_nps,passivo,passivo,passivo
T01531,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,3328,sem_nps,sem_nps,detrator,sem_nps,promotor
T02817,0,PE,Nordeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,5309,sem_nps,sem_nps,detrator,passivo,passivo
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,9199,sem_nps,sem_nps,promotor,passivo,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,2214,sem_nps,detrator,promotor,promotor,promotor
T01526,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SOFTWARE COMPLEMENTAR,null,00 - Mensal,ATIVO,6111,sem_nps,sem_nps,promotor,promotor,sem_nps
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,SOFTWARE COMPLEMENTAR,MODALIDADE SERVICOS NÃO RECORRENTES,00 - Mensal,ATIVO,5452,sem_nps,sem_nps,promotor,passivo,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,6188,sem_nps,sem_nps,promotor,passivo,sem_nps
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,FLUIG - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,9990,sem_nps,sem_nps,promotor,promotor,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,MANUFATURA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,4566,sem_nps,sem_nps,passivo,promotor,promotor
T02382,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4640,sem_nps,sem_nps,detrator,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7359,sem_nps,sem_nps,promotor,passivo,promotor
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,8359,sem_nps,sem_nps,promotor,promotor,promotor
T02963,0,RS,Sul,AGROINDUSTRIA,ORIGINACAO E BENEFICIAMENTO,Alta,LOGISTICA - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,ATIVO,6197,sem_nps,sem_nps,promotor,promotor,promotor
T01899,2,SP,Sudeste,MANUFATURA,PAPEL & CELULOSE,Média,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5457,sem_nps,sem_nps,detrator,passivo,sem_nps
T00390,2,SP,Sudeste,MANUFATURA,BENS DURAVEIS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,CANCELADO,7342,sem_nps,sem_nps,promotor,promotor,promotor
T02250,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FEEDZ,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,TROCADO,6742,sem_nps,detrator,promotor,promotor,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,5581,sem_nps,sem_nps,promotor,passivo,promotor
T01436,2,SP,Sudeste,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,DISTRIBUICAO & LOGISTICA - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,ATIVO,1653,sem_nps,sem_nps,detrator,promotor,promotor
T01384,1,MG,Sudeste,DISTRIBUICAO,ATACADISTA E DISTRIBUIDOR,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,2657,sem_nps,sem_nps,promotor,promotor,promotor
T02817,0,PE,Nordeste,SERVICOS,PROVEDOR SERVICOS,Alta,CROSS - TRADICIONAL,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,5317,sem_nps,sem_nps,detrator,passivo,passivo
T02610,0,PR,Sul,CONSTRUCAO E PROJETOS,CONSTRUTORAS,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5466,sem_nps,sem_nps,promotor,promotor,promotor
T02145,2,RJ,Sudeste,MANUFATURA,BENS DE CAPITAL,Alta,FLUIG - CORE,MODALIDADE ASSINATURA COMPLEMENTAR,00 - Mensal,CANCELADO,8779,sem_nps,sem_nps,passivo,promotor,promotor
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,RH - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,TROCADO,8418,sem_nps,sem_nps,promotor,promotor,promotor
T02776,2,SP,Sudeste,SERVICOS,PROVEDOR SERVICOS,Alta,BACKOFFICE - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,8418,sem_nps,sem_nps,promotor,promotor,promotor
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,683,sem_nps,sem_nps,detrator,passivo,promotor
T02810,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,BACKOFFICE - CORE,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,8059,sem_nps,sem_nps,promotor,promotor,promotor
T01872,1,MG,Sudeste,MANUFATURA,BENS DE CAPITAL,Baixa,CROSS - CORPORATIVO,MODALIDADE CORPORATIVO,00 - Mensal,CANCELADO,2672,sem_nps,sem_nps,promotor,passivo,promotor
T02069,1,MG,Sudeste,VAREJO,MAGAZINE E LOJA DE DEPARTAMENTOS,Baixa,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,1014,sem_nps,sem_nps,detrator,passivo,promotor
T01877,2,SP,Sudeste,MANUFATURA,EXTRATIVISTA & BENEFICIAMENTO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,5565,sem_nps,sem_nps,promotor,passivo,sem_nps
T02542,2,SP,Sudeste,LOGISTICA,ATACADISTA E DISTRIBUIDOR,Média,BACKOFFICE - CORE,MODALIDADE TRADICIONAL,00 - Mensal,TROCADO,5611,sem_nps,sem_nps,passivo,passivo,passivo
T01702,2,SP,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,TECNOLOGIA,MODALIDADE TRADICIONAL,00 - Mensal,GRATUITO,1218,sem_nps,sem_nps,promotor,promotor,promotor
T02434,2,SP,Sudeste,MANUFATURA,PAPEL & CELULOSE,Alta,CROSS - INTERA,MODALIDADE ASSINATURA (INTERA),00 - Mensal,ATIVO,7047,sem_nps,sem_nps,passivo,passivo,promotor
T02860,2,ES,Sudeste,MANUFATURA,BENS DE CONSUMO,Alta,FLUIG - CORE,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,4934,sem_nps,sem_nps,detrator,detrator,promotor
T01670,2,SP,Sudeste,MANUFATURA,BENS DE CAPITAL,Média,PROGRESS,MODALIDADE TRADICIONAL,00 - Mensal,ATIVO,8087,sem_nps,sem_nps,promotor,passivo,promotor
